family_id	domain	name	issuer	object_type	grammar_class	regex_exactness	status	canonical_form	examples	aliases_variations	candidate_regex_python	normalization	required_context	semantic_validation	uniqueness_key_scope	privacy_class	edge_cases	source_ids	repository_ids	confidence
treasury.alc	procurement_assistance_fiscal	Agency Location Code (ALC)	Department of the Treasury	federal disbursing/collection location	controlled	lookup	current	Numeric code with length defined by Treasury system/reference data	20180001 | 12000001 | 123		^\d{3,8}$	Preserve leading zeros.	ALC field.	Lookup in Treasury ALC master data.	Treasury ALC namespace	public	Length varies across legacy/current contexts; do not strip leading zeros or infer agency from prefix without lookup.	treasury_alc		high
treasury.betc	procurement_assistance_fiscal	Business Event Type Code (BETC)	Department of the Treasury	financial transaction classification	controlled	lookup	current	Up to eight uppercase alphanumeric characters in controlled list	DISB | COLL | DISGF		^[A-Z0-9]{1,8}$	Uppercase.	BETC field/accounting context.	Exact lookup in Treasury BETC reference table; include effective dates.	Treasury BETC code list	public	Regex cannot distinguish a BETC from ordinary short codes; codes can be added/retired.	treasury_betc		high
treasury.cgac	procurement_assistance_fiscal	Common Government-wide Accounting Classification agency code (CGAC)	Department of the Treasury / OMB	agency	controlled	lookup	current	Three digits	020 | 075 | 097		^\d{3}$	Preserve leading zeros.	Agency-code field.	Lookup current/historical CGAC table.	CGAC namespace	public	Organizational reorganizations and independent agencies require effective-date tracking; lexical shape collides with AID/FIPS.	treasury_tas		high
treasury.frec	procurement_assistance_fiscal	Federal Reporting Entity Code (FREC)	Department of the Treasury	reporting entity	controlled	lookup	current	Four digits in controlled list	2000 | 7500		^\d{4}$	Preserve leading zeros.	FREC/reporting-entity field.	Lookup Treasury FREC reference data.	FREC namespace	public	Not equivalent to CGAC/AID; shape collides with years and account codes.	treasury_tas		medium
treasury.main_account_code	procurement_assistance_fiscal	Treasury main account code	Department of the Treasury	appropriation account component	controlled	contextual	current	Four digits	1801 | 0300		^\d{4}$	Preserve leading zeros.	Structured TAS field.	Validate in combination with agency/availability/subaccount.	TAS tuple	public	Not globally unique by itself.	treasury_tas		high
treasury.subaccount_code	procurement_assistance_fiscal	Treasury subaccount code	Department of the Treasury	appropriation account component	controlled	contextual	current	Three digits	000 | 001		^\d{3}$	Preserve leading zeros.	Structured TAS field.	Validate in complete TAS.	TAS tuple	public	Often 000; not globally unique.	treasury_tas		high
treasury.tas_string	procurement_assistance_fiscal	Treasury Account Symbol / String TAS	Department of the Treasury	appropriation/fund account	compound	heuristic	current	Allocation-transfer agency, agency ID, availability, main account, subaccount components	20X1801 | 020-2024/2025-1801-000 | 089X0300.1		(?i)\b(?:\d{2,3})?(?:[- ])?(?:X|\d{4}(?:/\d{4})?)[- ]?\d{4}(?:[.-]\d{1,3})?\b	Parse into official component fields; preserve source string because separator conventions differ.	Treasury/account/appropriation context.	Validate components/effective period against Treasury reference data.	TAS component tuple	public	Display 'String TAS' and componentized TAS differ; optional allocation-transfer agency, X/no-year availability, and subaccount notation create many forms.	treasury_tas		high
usaspending.award_generated_id	procurement_assistance_fiscal	USAspending generated award ID	USAspending.gov	award record	platform	broad	current	Platform prefix + source award ID + agency/account discriminator	CONT_AWD_47QTCA24F0001_4732 | CONT_IDV_47QTCA24A0001_4732 | ASST_NON_90AC1234_7590		^(?:CONT_AWD|CONT_IDV|ASST_NON|ASST_AGG)_[A-Z0-9._-]+$	Uppercase prefix; otherwise preserve platform value.		Resolve through USAspending API and retain native PIID/FAIN separately.	USAspending platform namespace	public	Generated IDs are platform joins, not issuer-native legal identifiers; source IDs can contain underscores/hyphens.	usaspending_api	usaspending_repo	high
acquisition.dfars_case	regulatory_executive	DFARS case number	Department of Defense	rulemaking case	formal	candidate	current	DFARS Case YYYY-DNNN	DFARS Case 2023-D012		(?i)\bDFARS\s+Case\s+(?P<year>\d{4})-D(?P<number>\d{3})\b	Uppercase label/D.		Lookup Defense Acquisition Regulations cases.	DFARS case namespace	public	Interim/final rules and class deviations have different identifiers.	far_piid		high
acquisition.far_case	regulatory_executive	FAR case number	FAR Council	rulemaking case	formal	candidate	current	FAR Case YYYY-NNN	FAR Case 2023-001		(?i)\bFAR\s+Case\s+(?P<year>\d{4})-(?P<number>\d{3})\b	Uppercase FAR label; preserve zero padding.		Lookup FAR cases/Federal Register RIN crosswalk.	FAR case namespace	public	A FAR case can generate multiple proposed/final/correction documents; case ID is not an FR Doc number or RIN.	far_piid | federalregister_api		high
acquisition.far_citation	regulatory_executive	Federal Acquisition Regulation citation	FAR Council / GPO	regulation provision	formal	candidate	current	FAR part/subpart/section or clause number	FAR 52.204-7 | 48 CFR 4.1603 | FAR Subpart 4.16		(?i)\bFAR\s+(?:(?:Subpart|Part)\s+)?(?P<part>\d{1,2})(?:\.(?P<section>\d{1,4}))?(?:-(?P<clause>\d+))?\b	Store title 48 CFR cross-reference separately.		Validate against Acquisition.gov/eCFR and current deviation status.	regulation + part/section/clause + edition/date	public	Agency supplements reuse the same numeric scheme with prefixes; clauses have prescriptions and alternates.	far_piid | govinfo_cfr		high
agency.rulemaking_docket.generic	regulatory_executive	Agency rulemaking docket number (generic open class)	Federal agencies	docket	delegated	none	current	Issuer-defined	EPA-HQ-OAR-2003-0129 | FAA-2024-1234 | Docket No. 24-01			Preserve raw string and issuer.	Require explicit docket label and issuer.	Use agency registry/API; no cross-government grammar.	issuing agency + docket string	public	Docket prefixes, year placement, separators and sequence lengths vary by agency and system. Regulations.gov IDs are only one major family.	regulations_api		high
cfr.citation	regulatory_executive	Code of Federal Regulations citation	GPO / Office of the Federal Register	codified regulation provision	formal	candidate	current	{title} CFR {part}[.{section}][subsections]	7 CFR 1951.7 | 40 C.F.R. § 60.2(a) | 12 CFR part 1005		(?i)\b(?P<title>\d{1,2})\s+C\.?\s*F\.?\s*R\.?(?:\s*(?:§{1,2}|parts?|pt\.?))?\s*(?P<part>\d+)(?:\.(?P<section>[A-Za-z0-9-]+))?(?P<subs>(?:\([A-Za-z0-9ivxIVX-]+\))*)	Normalize reporter to CFR; store title, part, section and subsection separately.		Title must be 1–50; validate edition/current eCFR hierarchy and reserved/removed status.	edition/date + title + part + section + subsection	public	Subparts/appendices/tables and 'et seq.' need parser logic; current eCFR and annual editions are not identical snapshots.	govinfo_cfr	eyecite | usgpo_uslm	high
executive.executive_order	regulatory_executive	Executive Order number	President of the United States	presidential directive	formal	candidate	current	Executive Order + serial number	Executive Order 14028 | E.O. 9066 | Exec. Order No. 12333		(?i)\b(?:Executive|Exec\.?)\s+Order(?:\s+No\.?)?\s*(?P<number>\d{1,5})\b|\bE\.?\s*O\.?\s*(?:No\.?\s*)?(?P<number2>\d{1,5})\b	Normalize label to Executive Order and integer number.		Lookup official Presidential Documents/Federal Register disposition tables.	Executive Order namespace	public	Numbering conventions changed historically; amendments/revocations do not create a new identity for the original order.	govinfo_presdocs | federalregister_api		high
executive.nsc_directive	regulatory_executive	National security presidential directive identifier	Executive Office of the President / NSC	policy directive	controlled	broad	current	Controlled series prefix + integer	NSM-2 | NSPM-7 | PPD-21 | HSPD-12 | NSPD-51 | PDD-63 | NSDD-145		\b(?:NSM|NSPM|PPD|HSPD|NSPD|PDD|NSDD|NSSD)-\d{1,3}\b	Uppercase prefix; integer number.		Validate series, administration and official release/status.	series + number + administration	mixed	Series restart or change by administration; many directives remain classified or partially released; identical numbers across different prefixes are unrelated.	govinfo_presdocs		medium
executive.presidential_determination	regulatory_executive	Presidential determination number	President of the United States	presidential determination	formal	broad	current	YYYY-NN within labeled determination series	Presidential Determination No. 2024-07 | Determination 2023-12		(?i)\b(?:Presidential\s+)?Determination\s+(?:No\.?\s*)?(?P<year>\d{4})-(?P<number>\d{1,3})\b	Zero-padding should follow source; normalize label only.		Lookup Presidential Documents/Federal Register.	determination series + year + number	public	Some determinations are unnumbered or published under memorandum titles.	govinfo_presdocs | federalregister_api		high
executive.proclamation	regulatory_executive	Presidential proclamation number	President of the United States	presidential document	formal	candidate	current	Proclamation + serial number	Proclamation 10140 | Proc. No. 7463		(?i)\b(?:Proclamation|Proc\.?)\s*(?:No\.?\s*)?(?P<number>\d{1,5})\b	Normalize label and number.		Lookup official Presidential Documents/Federal Register.	Presidential proclamation namespace	public	Not every historical proclamation follows the modern numbered series; ceremonial text can mention other proclamation numbers.	govinfo_presdocs | federalregister_api		high
federal_register.agency_slug	regulatory_executive	FederalRegister.gov agency slug	Office of the Federal Register	agency API key	platform	contextual	current	Lowercase hyphenated API slug	environmental-protection-agency | securities-and-exchange-commission		^[a-z0-9]+(?:-[a-z0-9]+)*$	Lowercase.	FederalRegister.gov URL/JSON only.	Lookup API agency endpoint; names and organizational history change.	FederalRegister.gov agency namespace	public	Generic slug shape; only meaningful in FederalRegister.gov fields/URLs.	federalregister_api	federalregister_api_repo	high
federal_register.citation	regulatory_executive	Federal Register citation	Office of the Federal Register / GPO	page citation	formal	candidate	current	{volume} FR {first page}[–last page]	89 FR 12345 | 89 Fed. Reg. 12,345–12,350		(?i)\b(?P<volume>\d{1,3})\s+(?:F\.?\s*R\.?|Fed\.?\s+Reg\.?)\s+(?P<page>\d{1,3}(?:,\d{3})*|\d+)(?:\s*[-–—]\s*(?P<end>\d{1,3}(?:,\d{3})*|\d+))?\b	Normalize reporter to FR and remove page commas; preserve range.		Validate volume/page/date through FederalRegister.gov or GovInfo.	volume + page	public	A page cite identifies the start/pin of a document, not the document's stable FR Doc number; annual volume resets.	federalregister_api | govinfo_fr	federalregister_api_repo | eyecite	high
federal_register.document_number	regulatory_executive	Federal Register document number	Office of the Federal Register	document	formal	broad	current	Modern YYYY-NNNNN; several legacy/correction prefixes	2024-12345 | 06-8266 | E6-12312 | C1-2024-12345		(?i)\b(?:\d{4}-\d{4,6}|\d{2}-\d{4,6}|[A-Z]\d{1,2}-\d{4,6}|C\d-\d{4}-\d{4,6})\b	Uppercase letter prefixes; preserve zero padding.		Authoritative lookup by document_number; do not validate only by year/length.	Federal Register document-number namespace	public	Legacy electronic/prepublication/correction forms coexist; the modern five-digit serial is not universal historically.	federalregister_api | govinfo_fr	federalregister_api_repo	high
govinfo.cfr.granule	regulatory_executive	GovInfo CFR granule ID	GPO	CFR hierarchy node	platform	heuristic	current	CFR package ID plus collection hierarchy tokens	CFR-2024-title7-vol1-part1 | CFR-2024-title7-vol1-sec1-1		(?i)^CFR-\d{4}-title\d{1,2}-vol\d+(?:-(?:chap|subchap|part|subpart|sec|appendix)[A-Za-z0-9.-]+)+$	Preserve source tokens.		Dereference granule; hierarchy patterns differ across titles/editions.	GovInfo granule ID	public	Section punctuation is encoded into tokens; appendix/table IDs are irregular.	govinfo_cfr	usgpo_bulk_data	high
govinfo.cfr.package	regulatory_executive	GovInfo CFR volume package ID	GPO	annual CFR volume package	compound	candidate	current	CFR-{year}-title{title}-vol{volume}	CFR-2024-title7-vol1 | CFR-2023-title40-vol8		(?i)^CFR-(?P<year>\d{4})-title(?P<title>\d{1,2})-vol(?P<volume>\d+)$	Uppercase CFR prefix; lowercase tokens.		Validate title/volume/year via GovInfo.	GovInfo package ID	public	A title can span many physical volumes; volume number is publication-specific and not a CFR part.	govinfo_cfr | govinfo_api	usgpo_bulk_data	high
govinfo.fr.granule	regulatory_executive	GovInfo Federal Register granule ID	GPO	Federal Register document granule	platform	broad	current	Federal Register document number used as granule ID	2024-12345 | E6-12312		(?i)^(?:\d{4}-\d{4,6}|\d{2}-\d{4,6}|[A-Z]\d{1,2}-\d{4,6}|C\d-\d{4}-\d{4,6})$	As Federal Register document number.		Resolve within the FR issue/package; same lexical family as FR document number.	GovInfo package + granule	public	Package context may be needed where legacy numbers collide.	govinfo_fr | govinfo_api		high
govinfo.fr.package	regulatory_executive	GovInfo Federal Register issue package ID	GPO	daily issue package	platform	candidate	current	FR-YYYY-MM-DD	FR-2024-03-05		^FR-(?P<date>\d{4}-\d{2}-\d{2})$	ISO date.		Validate issue date in GovInfo.	GovInfo package ID	public	No issue every calendar day.	govinfo_fr | govinfo_api	usgpo_bulk_data	high
omb.circular	regulatory_executive	OMB Circular number	Office of Management and Budget	circular	formal	candidate	current	A-{integer}	OMB Circular A-11 | Circular A-130		(?i)\b(?:OMB\s+)?Circular\s+A-(?P<number>\d{1,3})\b|\bOMB\s+A-(?P<number2>\d{1,3})\b	Normalize to OMB Circular A-N.		Lookup current/revised circular and appendices.	OMB circular namespace	public	Revisions keep the same circular number; appendices/attachments need separate version locators.	omb_circulars		high
omb.control_number	regulatory_executive	OMB control number	Office of Management and Budget	approved information collection	formal	contextual	current	Four-digit agency family + hyphen + four-digit collection number	1653-0054 | 0920-0572		\b(?P<agency>\d{4})-(?P<number>\d{4})\b	Preserve leading zeros.	OMB control/PRA/information-collection context.	Lookup in OIRA information-collection inventory; check expiration/status.	OMB control-number namespace	public	Lexically collides with RIN fragments, dockets and local case numbers; label/context is required.	omb_control		high
omb.icr_reference	regulatory_executive	OMB Information Collection Request reference number	OIRA	ICR submission	compound	candidate	current	YYYYMM-agency control prefix-sequence	202411-1653-002		\b(?P<yyyymm>\d{6})-(?P<agency>\d{4})-(?P<sequence>\d{3})\b	Preserve leading zeros.		Validate month, agency/control relationship and lookup in Reginfo.gov.	OIRA ICR namespace	public	A control number can have many ICR reference submissions over time.	omb_control		high
omb.memorandum	regulatory_executive	OMB memorandum number	Office of Management and Budget	memorandum	formal	candidate	current	M-YY-NN/NNN	M-26-17 | OMB M-24-10		(?i)\b(?:OMB\s+)?M-(?P<year>\d{2})-(?P<number>\d{1,3})\b	Uppercase M; preserve displayed zero padding.		Lookup OMB memorandum archive.	OMB memorandum namespace	public	Publication year generally appears in prefix but corrections/rescissions require lifecycle metadata.	omb_memos		high
presdocs.dcpd_package	regulatory_executive	Daily Compilation of Presidential Documents package ID	GPO	presidential document	platform	candidate	current	DCPD-{4-digit fiscal/publication year}{5-digit sequence}	DCPD-202400123		^DCPD-(?P<year>\d{4})(?P<sequence>\d{5})$	Uppercase prefix; preserve zero padding.		Dereference GovInfo package.	GovInfo DCPD package namespace	public	Year semantics are collection-specific; Weekly Compilation (WCPD) is the predecessor and has a different package grammar.	govinfo_presdocs | govinfo_api	usgpo_bulk_data	high
presdocs.wcpd_package	regulatory_executive	Weekly Compilation of Presidential Documents package ID	GPO	weekly compilation issue/document	platform	broad	legacy	WCPD collection-specific legacy package ID	WCPD-2009-01-19		(?i)^WCPD-[A-Za-z0-9._-]+$	Uppercase prefix; preserve suffix.		Dereference GovInfo; do not derive semantics from suffix without metadata.	GovInfo WCPD namespace	public	Legacy collection package IDs vary by issue/document granularity.	govinfo_presdocs | govinfo_api		high
regulations.comment_id	regulatory_executive	Regulations.gov comment ID	Regulations.gov / issuing agency	public comment	delegated	broad	current	Often docket ID + hyphen + serial	HHS-OCR-2018-0002-5313 | EPA-HQ-OAR-2003-0129-1234		(?i)\b[A-Z][A-Z0-9]{1,9}(?:-[A-Z0-9]{1,12}){3,8}\b	Uppercase alphabetic tokens.	Regulations.gov metadata object_type=comment.	Resolve API object type; document/comment ID grammars overlap.	Regulations.gov object namespace	public	Comments can include attached files with separate internal IDs; bulk data may expose IDs not printed in the document.	regulations_api		high
regulations.docket_id	regulatory_executive	Regulations.gov docket ID	Issuing agency / Regulations.gov	rulemaking docket	delegated	broad	current	Agency-defined hyphenated docket ID	EPA-HQ-OAR-2003-0129 | HHS-OCR-2018-0002 | FDA-2009-N-0501		(?i)\b[A-Z][A-Z0-9]{1,9}(?:-[A-Z0-9]{1,12}){2,7}\b	Uppercase alphabetic tokens; preserve separators.	Docket label or Regulations.gov URL/API context.	Must be confirmed by Regulations.gov docket endpoint; grammar is agency-defined.	Regulations.gov docket namespace	public	No universal token count; agency/component/office/type/year placement varies. The same prefix can appear in document/comment IDs.	regulations_api		high
regulations.document_id	regulatory_executive	Regulations.gov document ID	Regulations.gov / issuing agency	document	delegated	broad	current	Usually docket ID + hyphen + item serial	FDA-2009-N-0501-0012 | EPA-HQ-OAR-2003-0129-0001		(?i)\b[A-Z][A-Z0-9]{1,9}(?:-[A-Z0-9]{1,12}){3,8}\b	Uppercase alphabetic tokens.	Regulations.gov metadata object_type=document.	Resolve API object type; do not infer document versus comment solely from suffix.	Regulations.gov object namespace	public	Comment IDs often share exactly the same lexical shape; migrated/legacy records can depart from the common docket-plus-serial pattern.	regulations_api		high
regulations.object_id	regulatory_executive	Regulations.gov internal object ID	Regulations.gov	database object	platform	contextual	current	Lowercase hexadecimal internal identifier (observed 16 chars)	0900006483a6cba3		\b[0-9a-fA-F]{16}\b	Lowercase.	Only accept in Regulations.gov JSON/URL fields.	Validate via API metadata; do not treat arbitrary 16-hex strings as Regulations.gov IDs.	Regulations.gov object namespace	public	Generic hex collision risk is extreme; objectId is a platform key, not the printed agency identifier.	regulations_api		high
regulations.submission_key	regulatory_executive	Regulations.gov submission tracking key	Regulations.gov	submission	platform	contextual	current	Lowercase short hyphenated opaque token	kex-d31z-fe04		\b[a-z0-9]{3,5}(?:-[a-z0-9]{4}){2}\b	Lowercase.	Submission workflow only.	Validate only in submission API/workflow.	Regulations.gov submission namespace	sensitive	Opaque and not guaranteed stable as a public citation; broad shape collides with many IDs.	regulations_api		high
rulemaking.rin	regulatory_executive	Regulation Identifier Number (RIN)	Regulatory Information Service Center / OIRA	rulemaking	formal	candidate	current	Four digits, hyphen, two letters, two digits	1234-AA12 | 2126-AC63		\b(?P<agency>\d{4})-(?P<series>[A-Z]{2})(?P<number>\d{2})\b	Uppercase letters.		Lookup in Reginfo.gov; verify agency prefix and title.	RIN namespace	public	RIN normally persists from Unified Agenda through rulemaking stages, but withdrawn/transferred/merged items and reused text references require lifecycle data.	reginfo_rin		high
rulemaking.unified_agenda_sequence	regulatory_executive	Unified Agenda sequence number	RISC / OIRA	agenda entry locator	local	contextual	current	Agenda-edition-local integer	Sequence Number 1234		(?i)\bSequence\s+(?:No\.?|Number)\s*(?P<number>\d+)\b	Integer.	Unified Agenda context.	Require agenda edition/agency; never treat as stable cross-edition identity.	agenda edition + agency + sequence	public	Sequence numbers change by edition and are locators, unlike RINs.	reginfo_rin		high
